order_id,customer_id,category,order_value,discount_pct,payment_method,prior_orders,prior_returns,prior_return_ratio,category_return_rate,days_since_last_order,order_freq_30d,returned
107832,849,Electronics,8006.67,33.9,Debit Card,13,0,0.0,0.09,13,0,0
107833,1356,Electronics,5524.86,6.9,Debit Card,12,0,0.0,0.09,14,0,0
107834,136,Electronics,3990.78,24.5,UPI,13,0,0.0,0.09,67,1,0
107835,638,Electronics,4091.93,14.9,Credit Card,19,15,0.789,0.09,53,1,1
107836,1095,Apparel - Womens,1816.97,5.5,UPI,15,3,0.2,0.28,21,1,0
107837,1004,Home & Kitchen,1008.06,10.2,UPI,17,1,0.059,0.07,5,2,0
107838,1742,Footwear,1459.03,3.2,UPI,21,3,0.143,0.24,1,1,0
107839,1498,Beauty,172.16,19.8,Credit Card,13,1,0.077,0.05,19,0,0
107840,1350,Footwear,2852.0,8.9,COD,12,1,0.083,0.24,26,0,0
107841,174,Electronics,870.86,10.3,UPI,13,6,0.462,0.09,4,1,0
107842,731,Mobile Accessories,999.32,6.1,Netbanking,6,2,0.333,0.06,5,2,0
107843,2015,Apparel - Womens,2505.11,9.9,UPI,16,1,0.062,0.28,9,0,1
107844,591,Footwear,3381.24,3.9,Credit Card,19,4,0.211,0.24,28,1,1
107845,483,Electronics,8615.23,10.4,UPI,16,7,0.438,0.09,7,1,0
107846,1618,Home & Kitchen,2747.1,7.8,Credit Card,10,1,0.1,0.07,51,1,0
107847,1773,Footwear,2583.69,15.3,UPI,12,3,0.25,0.24,15,2,0
107848,414,Beauty,478.27,11.6,COD,10,1,0.1,0.05,117,2,0
107849,691,Furniture,10943.07,1.9,COD,13,1,0.077,0.11,2,2,0
107850,1525,Footwear,3722.63,4.4,COD,12,2,0.167,0.24,90,2,1
107851,1313,Apparel - Mens,1483.92,22.6,Debit Card,4,0,0.0,0.19,14,1,0
107852,1722,Apparel - Mens,1014.12,13.8,UPI,15,2,0.133,0.19,121,2,0
107853,1439,Apparel - Womens,2411.53,6.0,UPI,17,1,0.059,0.28,25,0,0
107854,1128,Apparel - Mens,2525.7,17.8,Netbanking,14,3,0.214,0.19,21,1,0
107855,1989,Footwear,2895.3,28.8,UPI,10,0,0.0,0.24,20,2,1
107856,108,Apparel - Womens,1717.48,14.5,Credit Card,15,2,0.133,0.28,51,1,0
107857,1435,Apparel - Womens,936.05,4.6,UPI,9,0,0.0,0.28,0,0,0
107858,1490,Apparel - Mens,1347.75,8.1,UPI,17,4,0.235,0.19,11,1,0
107859,2068,Apparel - Womens,2171.61,20.4,UPI,17,0,0.0,0.28,34,1,0
107860,1792,Apparel - Mens,1238.72,24.9,COD,9,1,0.111,0.19,1,0,0
107861,656,Footwear,1003.86,11.3,COD,11,6,0.545,0.24,9,1,1
107862,814,Mobile Accessories,345.57,10.6,Credit Card,12,4,0.333,0.06,8,0,1
107863,1167,Home & Kitchen,1441.55,16.0,UPI,19,2,0.105,0.07,7,2,0
107864,12,Mobile Accessories,544.7,3.6,COD,12,2,0.167,0.06,70,1,0
107865,595,Footwear,1292.3,4.6,UPI,15,0,0.0,0.24,15,0,0
107866,1709,Apparel - Womens,976.43,14.3,UPI,13,1,0.077,0.28,12,2,0
107867,1986,Home & Kitchen,1528.28,3.0,COD,9,2,0.222,0.07,15,2,0
107868,333,Beauty,586.84,15.0,Debit Card,12,0,0.0,0.05,6,0,0
107869,867,Beauty,1358.32,11.2,COD,11,3,0.273,0.05,10,1,1
107870,718,Home & Kitchen,1282.02,13.6,Credit Card,6,0,0.0,0.07,3,0,0
107871,2171,Apparel - Womens,2315.88,6.8,Credit Card,10,0,0.0,0.28,25,3,0
107872,1448,Apparel - Womens,2692.51,12.2,COD,17,1,0.059,0.28,12,2,0
107873,220,Apparel - Womens,150.0,4.4,UPI,13,4,0.308,0.28,83,0,0
107874,418,Electronics,1956.42,29.2,Debit Card,12,1,0.083,0.09,8,1,0
107875,47,Furniture,14823.83,17.6,Credit Card,8,1,0.125,0.11,31,1,0
107876,1424,Footwear,2347.8,3.0,Credit Card,9,2,0.222,0.24,36,1,0
107877,2076,Beauty,797.48,15.0,Debit Card,12,3,0.25,0.05,5,0,0
107878,2083,Apparel - Womens,3031.67,24.1,UPI,15,1,0.067,0.28,6,0,0
107879,2087,Furniture,11053.37,2.2,UPI,11,4,0.364,0.11,130,1,1
107880,1191,Apparel - Womens,2525.34,10.2,Debit Card,14,1,0.071,0.28,38,1,0
107881,1318,Furniture,13054.82,3.9,UPI,13,0,0.0,0.11,1,0,0
107882,744,Furniture,6575.89,14.7,Debit Card,15,4,0.267,0.11,34,3,1
107883,1635,Electronics,4794.85,21.2,Credit Card,15,5,0.333,0.09,18,1,0
107884,893,Furniture,12297.53,26.9,COD,18,3,0.167,0.11,48,3,0
107885,1523,Footwear,1541.47,26.5,COD,13,6,0.462,0.24,20,4,1
107886,504,Furniture,7744.14,9.2,COD,17,0,0.0,0.11,15,0,0
107887,456,Furniture,4920.29,19.9,UPI,13,0,0.0,0.11,70,3,0
107888,1105,Furniture,15585.28,6.7,UPI,11,1,0.091,0.11,33,1,0
107889,888,Mobile Accessories,840.97,0.5,Debit Card,17,2,0.118,0.06,56,2,1
107890,892,Home & Kitchen,2383.46,7.7,COD,17,7,0.412,0.07,6,1,1
107891,362,Electronics,9840.14,21.0,COD,10,4,0.4,0.09,1,0,0
107892,1463,Apparel - Mens,1106.65,11.9,Debit Card,8,2,0.25,0.19,18,3,1
107893,442,Beauty,803.27,11.0,COD,11,0,0.0,0.05,9,1,1
107894,253,Furniture,6755.53,25.6,COD,9,1,0.111,0.11,36,2,0
107895,18,Apparel - Womens,3133.3,7.3,COD,12,3,0.25,0.28,11,1,0
107896,1413,Home & Kitchen,2735.36,4.1,UPI,17,4,0.235,0.07,119,4,0
107897,1665,Footwear,1512.4,17.3,Credit Card,11,1,0.091,0.24,49,2,0
107898,1550,Apparel - Womens,1996.29,22.3,Debit Card,20,6,0.3,0.28,10,2,1
107899,953,Electronics,2344.07,17.3,UPI,14,0,0.0,0.09,23,0,1
107900,2053,Mobile Accessories,809.62,35.7,COD,14,3,0.214,0.06,14,1,0
107901,1571,Footwear,1589.58,2.1,Credit Card,13,0,0.0,0.24,27,1,0
107902,1386,Footwear,2035.29,28.8,UPI,11,1,0.091,0.24,37,1,0
107903,1328,Home & Kitchen,2411.25,26.6,Credit Card,17,2,0.118,0.07,53,2,0
107904,1175,Mobile Accessories,421.66,3.3,Credit Card,14,4,0.286,0.06,62,2,0
107905,601,Footwear,1575.94,1.4,UPI,12,4,0.333,0.24,8,2,0
107906,106,Furniture,299.13,1.8,COD,13,3,0.231,0.11,81,1,1
107907,382,Mobile Accessories,720.06,23.0,Credit Card,13,2,0.154,0.06,4,1,0
107908,1840,Electronics,3932.99,6.6,UPI,13,0,0.0,0.09,34,1,0
107909,1355,Apparel - Womens,1111.22,7.0,Netbanking,7,0,0.0,0.28,29,3,1
107910,1904,Home & Kitchen,1800.71,7.3,UPI,12,1,0.083,0.07,31,2,0
107911,793,Beauty,1105.8,17.4,Netbanking,9,0,0.0,0.05,11,1,0
107912,1786,Home & Kitchen,2869.47,0.2,Debit Card,18,8,0.444,0.07,19,1,0
107913,190,Home & Kitchen,1475.16,10.8,Credit Card,16,7,0.438,0.07,64,0,1
107914,813,Apparel - Mens,1663.82,8.7,COD,12,2,0.167,0.19,90,2,0
107915,1833,Home & Kitchen,1904.14,6.4,Credit Card,16,2,0.125,0.07,19,1,0
107916,2052,Beauty,316.13,1.5,Debit Card,16,1,0.062,0.05,98,0,0
107917,2120,Furniture,13664.8,14.6,Credit Card,11,2,0.182,0.11,20,3,0
107918,15,Footwear,1750.11,2.6,Credit Card,13,2,0.154,0.24,16,1,1
107919,1801,Apparel - Mens,1588.7,3.2,UPI,20,1,0.05,0.19,2,2,0
107920,1597,Home & Kitchen,3633.28,11.9,Credit Card,12,2,0.167,0.07,113,3,0
107921,95,Apparel - Womens,1857.61,8.5,UPI,9,2,0.222,0.28,19,4,1
107922,1033,Furniture,9120.79,11.1,Credit Card,19,1,0.053,0.11,1,1,0
107923,542,Apparel - Mens,648.87,20.1,UPI,10,0,0.0,0.19,24,1,0
107924,1341,Footwear,1957.48,14.3,COD,16,0,0.0,0.24,47,2,0
107925,1851,Electronics,4054.92,20.1,Debit Card,8,3,0.375,0.09,76,0,0
107926,1054,Footwear,2735.56,9.5,COD,16,1,0.062,0.24,53,2,0
107927,1387,Mobile Accessories,657.87,13.7,UPI,15,3,0.2,0.06,42,2,0
107928,1787,Apparel - Womens,1430.35,14.9,COD,10,0,0.0,0.28,58,1,0
107929,1762,Footwear,2804.12,11.5,Credit Card,8,2,0.25,0.24,54,0,0
107930,1574,Home & Kitchen,3254.36,30.7,COD,9,0,0.0,0.07,32,2,0
107931,1249,Beauty,642.5,22.5,UPI,10,2,0.2,0.05,23,2,0
107932,1579,Electronics,9065.08,14.0,UPI,15,1,0.067,0.09,44,2,0
107933,1467,Apparel - Womens,1039.41,5.2,UPI,13,3,0.231,0.28,11,3,0
107934,868,Electronics,6252.15,4.4,UPI,14,5,0.357,0.09,3,1,1
107935,625,Furniture,7160.11,4.0,UPI,12,0,0.0,0.11,21,3,0
107936,773,Home & Kitchen,3574.33,4.9,UPI,15,3,0.2,0.07,33,3,0
107937,1623,Electronics,150.0,8.9,Debit Card,13,1,0.077,0.09,46,1,0
107938,1433,Furniture,8279.65,7.9,UPI,16,1,0.062,0.11,21,0,0
107939,1831,Home & Kitchen,1715.73,30.9,Debit Card,19,6,0.316,0.07,13,0,0
107940,1767,Furniture,13195.4,10.2,Credit Card,15,4,0.267,0.11,67,2,0
107941,2041,Footwear,1606.06,10.1,COD,15,5,0.333,0.24,42,0,1
107942,1016,Electronics,6940.38,18.1,Credit Card,12,2,0.167,0.09,49,0,0
107943,416,Furniture,3882.76,7.0,COD,10,1,0.1,0.11,5,0,0
107944,1128,Beauty,648.38,13.7,Credit Card,14,3,0.214,0.05,39,0,0
107945,1390,Furniture,3656.87,16.9,Netbanking,12,2,0.167,0.11,13,1,0
107946,1506,Home & Kitchen,3436.53,12.3,Credit Card,13,1,0.077,0.07,61,2,1
107947,591,Beauty,470.55,4.8,UPI,19,4,0.211,0.05,32,0,0
107948,264,Apparel - Mens,2174.94,8.6,Credit Card,15,1,0.067,0.19,71,0,0
107949,831,Mobile Accessories,836.25,7.5,COD,7,0,0.0,0.06,12,2,0
107950,1348,Apparel - Womens,853.89,9.6,Credit Card,11,0,0.0,0.28,46,1,0
107951,83,Beauty,1207.14,1.6,Credit Card,10,0,0.0,0.05,27,1,0
107952,840,Apparel - Mens,1376.36,22.4,UPI,9,0,0.0,0.19,46,0,0
107953,1042,Beauty,1499.98,8.6,UPI,12,3,0.25,0.05,59,1,1
107954,1427,Mobile Accessories,879.36,9.5,UPI,9,0,0.0,0.06,1,1,0
107955,2048,Footwear,3232.77,8.0,UPI,14,7,0.5,0.24,0,0,0
107956,608,Apparel - Mens,1642.86,2.5,UPI,11,3,0.273,0.19,5,0,0
107957,29,Home & Kitchen,2991.74,2.3,Debit Card,10,1,0.1,0.07,48,0,0
107958,2155,Beauty,878.89,29.9,Credit Card,15,1,0.067,0.05,28,3,0
107959,1401,Home & Kitchen,1806.96,21.2,UPI,12,4,0.333,0.07,15,3,1
107960,1579,Apparel - Womens,3640.39,2.4,Debit Card,15,1,0.067,0.28,30,1,0
107961,1497,Furniture,14628.19,5.2,Netbanking,17,3,0.176,0.11,37,2,1
107962,131,Furniture,7434.74,6.3,Credit Card,12,3,0.25,0.11,11,1,1
107963,351,Beauty,807.36,2.8,Credit Card,10,5,0.5,0.05,64,1,0
107964,1916,Footwear,2279.34,24.6,Credit Card,13,0,0.0,0.24,10,1,0
107965,284,Electronics,5019.98,14.3,Credit Card,16,6,0.375,0.09,65,0,0
107966,1681,Beauty,744.62,6.7,Credit Card,14,2,0.143,0.05,17,2,0
107967,1722,Furniture,14283.54,29.3,UPI,15,2,0.133,0.11,52,0,0
107968,1938,Home & Kitchen,1426.5,3.5,UPI,12,5,0.417,0.07,4,0,0
107969,517,Mobile Accessories,788.04,8.7,UPI,12,1,0.083,0.06,9,2,0
107970,1699,Electronics,3042.41,1.8,Debit Card,18,2,0.111,0.09,12,0,0
107971,1725,Furniture,3708.38,19.5,COD,7,0,0.0,0.11,68,0,1
107972,1524,Mobile Accessories,918.33,17.4,COD,13,1,0.077,0.06,9,2,0
107973,1000,Apparel - Womens,1752.09,10.1,COD,12,1,0.083,0.28,47,0,0
107974,63,Footwear,2954.53,16.7,COD,7,0,0.0,0.24,0,2,0
107975,775,Mobile Accessories,665.43,1.1,COD,15,4,0.267,0.06,3,0,0
107976,354,Electronics,9213.19,1.4,Debit Card,13,4,0.308,0.09,19,4,0
107977,1782,Beauty,1559.4,8.1,Credit Card,13,0,0.0,0.05,6,0,0
107978,1297,Electronics,7384.51,25.7,COD,17,0,0.0,0.09,88,2,1
107979,1064,Apparel - Mens,2141.07,14.8,COD,11,3,0.273,0.19,9,1,1
107980,1544,Apparel - Mens,1208.41,36.4,Credit Card,10,6,0.6,0.19,15,2,1
107981,1454,Mobile Accessories,150.0,4.8,UPI,10,2,0.2,0.06,27,1,0
107982,376,Footwear,1350.07,3.4,Credit Card,9,1,0.111,0.24,27,1,0
107983,1151,Furniture,8118.21,17.4,UPI,10,6,0.6,0.11,64,1,1
107984,464,Beauty,989.48,4.4,Credit Card,8,2,0.25,0.05,10,0,0
107985,898,Footwear,2150.92,35.2,Debit Card,10,1,0.1,0.24,2,1,1
107986,340,Apparel - Mens,1680.77,10.6,Debit Card,11,1,0.091,0.19,7,0,0
107987,926,Home & Kitchen,2834.87,4.3,Debit Card,12,2,0.167,0.07,116,0,0
107988,1894,Beauty,612.75,3.8,Credit Card,13,0,0.0,0.05,20,1,0
107989,683,Apparel - Womens,2416.8,2.4,COD,11,1,0.091,0.28,13,1,0
107990,1701,Home & Kitchen,4233.33,7.6,Credit Card,12,1,0.083,0.07,27,2,1
107991,419,Furniture,8786.01,11.7,Credit Card,9,2,0.222,0.11,27,2,0
107992,1066,Beauty,900.41,4.6,COD,10,1,0.1,0.05,12,0,0
107993,1320,Apparel - Mens,1711.0,7.2,UPI,13,4,0.308,0.19,72,3,1
107994,2200,Mobile Accessories,611.23,14.6,UPI,17,4,0.235,0.06,60,0,0
107995,1695,Home & Kitchen,3057.4,15.5,Credit Card,12,3,0.25,0.07,59,1,0
107996,632,Furniture,9604.62,33.2,UPI,12,0,0.0,0.11,126,1,0
107997,1906,Apparel - Mens,756.97,29.8,UPI,10,2,0.2,0.19,85,2,0
107998,435,Electronics,8781.54,5.2,Netbanking,6,0,0.0,0.09,11,0,0
107999,844,Beauty,578.1,6.5,Debit Card,12,1,0.083,0.05,55,1,0
108000,1343,Home & Kitchen,1054.61,5.6,Debit Card,17,0,0.0,0.07,8,1,0
108001,1368,Beauty,1003.19,15.3,UPI,16,3,0.188,0.05,22,2,0
108002,1280,Apparel - Mens,1380.37,0.4,Credit Card,18,0,0.0,0.19,11,4,0
108003,1896,Beauty,1216.53,19.8,UPI,7,6,0.857,0.05,10,2,0
108004,398,Mobile Accessories,306.19,7.8,Credit Card,16,2,0.125,0.06,41,2,1
108005,164,Home & Kitchen,3368.26,9.7,Credit Card,14,3,0.214,0.07,100,0,0
108006,94,Apparel - Womens,3186.37,4.0,Credit Card,9,0,0.0,0.28,1,0,0
108007,697,Apparel - Womens,2136.91,1.7,COD,10,0,0.0,0.28,35,0,0
108008,2158,Furniture,15894.39,13.1,COD,11,2,0.182,0.11,49,1,0
108009,1194,Electronics,6209.66,15.9,Credit Card,16,0,0.0,0.09,7,1,0
108010,1795,Beauty,1202.12,20.0,Debit Card,16,3,0.188,0.05,55,0,0
108011,782,Mobile Accessories,522.44,6.4,Debit Card,12,3,0.25,0.06,8,1,0
108012,877,Electronics,6325.17,15.8,Debit Card,11,1,0.091,0.09,49,3,0
108013,668,Beauty,983.56,24.3,UPI,19,1,0.053,0.05,61,1,0
108014,1592,Apparel - Womens,2784.62,16.5,COD,7,1,0.143,0.28,41,1,0
108015,317,Electronics,150.0,12.1,UPI,8,0,0.0,0.09,28,2,0
108016,1171,Apparel - Mens,1973.41,4.3,UPI,10,2,0.2,0.19,14,1,0
108017,564,Mobile Accessories,591.07,26.0,COD,12,0,0.0,0.06,53,0,0
108018,2161,Footwear,1214.49,15.0,UPI,14,0,0.0,0.24,4,0,0
108019,12,Mobile Accessories,729.1,13.9,UPI,12,2,0.167,0.06,10,0,0
108020,1693,Footwear,2575.71,9.0,Credit Card,11,1,0.091,0.24,17,1,1
108021,1136,Mobile Accessories,647.14,16.4,Netbanking,14,1,0.071,0.06,1,0,0
108022,558,Furniture,13438.01,6.8,UPI,11,4,0.364,0.11,19,0,0
108023,1625,Beauty,428.22,7.3,Debit Card,13,1,0.077,0.05,13,2,0
108024,293,Apparel - Mens,1581.2,0.4,Debit Card,14,1,0.071,0.19,29,2,0
108025,1322,Mobile Accessories,1015.29,11.7,COD,15,0,0.0,0.06,42,1,1
108026,813,Apparel - Womens,1668.69,7.0,UPI,12,2,0.167,0.28,129,1,0
108027,1302,Home & Kitchen,1089.28,10.2,Credit Card,15,7,0.467,0.07,55,0,0
108028,1427,Beauty,293.9,12.2,UPI,9,0,0.0,0.05,60,3,0
108029,334,Electronics,5333.8,14.1,UPI,13,0,0.0,0.09,25,1,0
108030,312,Electronics,7040.81,9.0,Netbanking,11,1,0.091,0.09,28,0,0
108031,178,Apparel - Mens,1663.35,4.2,Netbanking,13,1,0.077,0.19,47,1,0
108032,1635,Apparel - Mens,2114.37,6.6,Credit Card,15,5,0.333,0.19,12,2,1
108033,1888,Home & Kitchen,2747.4,19.2,Netbanking,10,1,0.1,0.07,22,0,0
108034,671,Apparel - Womens,1270.47,11.1,Debit Card,11,0,0.0,0.28,50,1,0
108035,1016,Beauty,884.79,13.9,Debit Card,12,2,0.167,0.05,21,1,0
108036,49,Home & Kitchen,2888.92,21.6,UPI,14,0,0.0,0.07,32,1,0
108037,1742,Electronics,8028.34,21.4,Credit Card,21,3,0.143,0.09,66,1,0
108038,1704,Apparel - Mens,1644.19,10.1,UPI,8,3,0.375,0.19,5,2,0
108039,722,Electronics,3985.57,8.8,Debit Card,10,1,0.1,0.09,43,1,0
108040,1952,Home & Kitchen,1764.1,7.2,COD,16,3,0.188,0.07,71,1,0
108041,866,Footwear,1809.37,9.3,Netbanking,17,0,0.0,0.24,17,0,0
108042,1177,Electronics,6373.81,23.5,COD,15,7,0.467,0.09,10,0,0
108043,1091,Furniture,10784.86,27.9,UPI,10,4,0.4,0.11,31,0,0
108044,1501,Furniture,10166.72,20.5,Credit Card,10,3,0.3,0.11,23,2,0
108045,602,Mobile Accessories,990.66,4.2,Credit Card,14,4,0.286,0.06,157,0,0
108046,936,Apparel - Womens,3048.25,15.1,UPI,14,3,0.214,0.28,51,2,1
108047,301,Mobile Accessories,1230.92,21.5,COD,11,4,0.364,0.06,56,0,0
108048,587,Beauty,1629.44,14.5,UPI,11,1,0.091,0.05,13,3,0
108049,668,Beauty,738.35,2.9,COD,19,1,0.053,0.05,23,1,0
108050,447,Electronics,1821.78,10.0,COD,11,1,0.091,0.09,90,2,0
108051,799,Mobile Accessories,626.41,5.5,Credit Card,10,1,0.1,0.06,7,1,0
108052,1906,Home & Kitchen,2128.56,7.0,UPI,10,2,0.2,0.07,38,1,0
108053,1812,Apparel - Womens,1346.08,10.5,Debit Card,18,3,0.167,0.28,0,2,0
108054,895,Apparel - Womens,150.0,35.1,Credit Card,11,0,0.0,0.28,37,0,0
108055,1887,Home & Kitchen,1224.34,4.4,Credit Card,10,0,0.0,0.07,0,2,0
108056,527,Apparel - Womens,1583.74,1.7,COD,16,5,0.312,0.28,29,1,0
108057,1707,Mobile Accessories,1493.74,17.1,Credit Card,9,0,0.0,0.06,19,1,0
108058,821,Mobile Accessories,1107.32,20.5,Credit Card,13,2,0.154,0.06,4,0,0
108059,1578,Footwear,824.91,14.5,Credit Card,13,3,0.231,0.24,46,1,0
108060,256,Furniture,14430.45,23.4,UPI,14,0,0.0,0.11,52,1,1
108061,1396,Electronics,6602.82,12.4,COD,11,3,0.273,0.09,33,1,0
108062,1740,Electronics,4612.01,4.6,Credit Card,8,1,0.125,0.09,25,1,1
108063,1740,Furniture,11878.41,21.6,UPI,8,1,0.125,0.11,46,2,0
108064,2007,Beauty,724.24,17.7,COD,12,5,0.417,0.05,10,1,1
108065,467,Apparel - Mens,2163.08,20.7,UPI,14,2,0.143,0.19,5,0,1
108066,1562,Electronics,10150.54,2.6,COD,12,5,0.417,0.09,41,2,0
108067,1122,Home & Kitchen,2548.68,11.3,Credit Card,10,0,0.0,0.07,8,2,0
108068,22,Beauty,947.53,7.2,UPI,15,1,0.067,0.05,89,0,0
108069,742,Footwear,1933.88,3.9,Debit Card,13,0,0.0,0.24,5,1,0
108070,116,Beauty,828.12,6.6,COD,11,3,0.273,0.05,60,3,0
108071,592,Home & Kitchen,1602.15,9.9,COD,15,3,0.2,0.07,69,0,0
108072,344,Electronics,7318.04,16.5,Netbanking,14,2,0.143,0.09,25,0,0
108073,796,Furniture,7596.18,8.7,Debit Card,8,2,0.25,0.11,22,2,0
108074,832,Beauty,982.99,7.1,COD,5,1,0.2,0.05,31,1,0
108075,212,Home & Kitchen,2505.57,15.8,Debit Card,11,0,0.0,0.07,40,2,0
108076,7,Footwear,1292.97,1.6,Credit Card,15,4,0.267,0.24,14,2,0
108077,470,Mobile Accessories,557.21,15.0,UPI,7,4,0.571,0.06,9,2,0
108078,1528,Beauty,1137.51,24.4,Netbanking,10,1,0.1,0.05,80,1,0
108079,247,Furniture,8251.75,4.5,COD,15,1,0.067,0.11,15,2,0
108080,173,Apparel - Womens,1695.18,3.6,Debit Card,13,2,0.154,0.28,13,1,0
108081,1419,Furniture,13646.26,0.6,Netbanking,17,5,0.294,0.11,6,0,0
108082,840,Furniture,15868.99,8.6,UPI,9,0,0.0,0.11,83,2,0
108083,623,Apparel - Womens,2424.59,10.0,UPI,9,1,0.111,0.28,4,1,1
108084,2084,Electronics,7942.23,7.7,UPI,10,3,0.3,0.09,0,0,0
108085,1151,Furniture,14774.91,11.0,Debit Card,10,6,0.6,0.11,86,0,0
108086,306,Footwear,3433.14,17.3,UPI,17,1,0.059,0.24,25,1,0
108087,999,Apparel - Womens,2004.46,10.8,Credit Card,11,1,0.091,0.28,44,0,1
108088,369,Electronics,2678.73,6.2,UPI,12,0,0.0,0.09,195,1,0
108089,2089,Electronics,9396.72,28.7,UPI,11,0,0.0,0.09,19,2,0
108090,2019,Beauty,787.63,9.0,COD,10,0,0.0,0.05,17,2,0
108091,41,Footwear,1399.44,26.6,Netbanking,9,3,0.333,0.24,92,2,0
108092,1080,Furniture,12907.86,19.3,UPI,11,0,0.0,0.11,7,0,0
108093,704,Apparel - Mens,2758.54,39.6,Netbanking,7,4,0.571,0.19,21,2,1
108094,764,Apparel - Mens,716.71,5.1,COD,15,6,0.4,0.19,1,2,1
108095,363,Apparel - Mens,1637.28,7.3,COD,13,4,0.308,0.19,26,1,0
108096,1245,Electronics,8661.05,15.1,UPI,16,1,0.062,0.09,39,1,0
108097,206,Mobile Accessories,369.57,18.8,UPI,11,3,0.273,0.06,55,0,1
108098,1381,Mobile Accessories,583.4,17.2,UPI,9,1,0.111,0.06,2,3,0
108099,1527,Electronics,4674.85,10.8,UPI,13,6,0.462,0.09,2,0,0
108100,1478,Electronics,6626.37,7.0,Credit Card,10,2,0.2,0.09,72,0,0
108101,325,Home & Kitchen,2487.79,5.3,UPI,11,4,0.364,0.07,5,0,1
108102,836,Apparel - Womens,2314.45,7.1,Credit Card,11,2,0.182,0.28,5,2,0
108103,291,Electronics,8671.22,10.4,Debit Card,18,3,0.167,0.09,59,1,0
108104,2022,Apparel - Mens,473.75,4.0,Debit Card,17,1,0.059,0.19,52,1,0
108105,943,Mobile Accessories,738.22,8.0,UPI,12,0,0.0,0.06,31,1,0
108106,823,Furniture,8535.39,17.2,Credit Card,11,3,0.273,0.11,0,1,0
108107,964,Apparel - Womens,2175.27,11.2,Credit Card,12,1,0.083,0.28,63,0,0
108108,301,Electronics,7519.63,16.1,Credit Card,11,4,0.364,0.09,4,0,0
108109,1928,Mobile Accessories,422.31,18.3,UPI,18,1,0.056,0.06,14,1,0
108110,1590,Beauty,259.73,5.8,UPI,9,0,0.0,0.05,12,2,0
108111,1360,Beauty,672.2,2.1,Debit Card,15,0,0.0,0.05,48,0,0
108112,854,Footwear,3266.88,7.2,UPI,7,1,0.143,0.24,41,1,0
108113,1020,Footwear,2746.09,7.5,UPI,10,3,0.3,0.24,68,2,0
108114,521,Furniture,10205.41,9.7,COD,6,1,0.167,0.11,101,1,0
108115,369,Footwear,3079.95,3.3,Debit Card,12,0,0.0,0.24,13,1,0
108116,883,Apparel - Mens,1521.48,2.4,Credit Card,10,0,0.0,0.19,53,0,0
108117,1708,Furniture,9273.43,3.3,Credit Card,12,4,0.333,0.11,0,1,0
108118,715,Furniture,6982.34,9.1,Netbanking,12,2,0.167,0.11,17,0,0
108119,131,Home & Kitchen,1865.3,18.9,Credit Card,12,3,0.25,0.07,51,1,0
108120,438,Electronics,10706.77,3.4,COD,9,3,0.333,0.09,5,1,0
108121,102,Apparel - Womens,1907.92,3.8,COD,16,0,0.0,0.28,125,1,0
108122,1426,Apparel - Mens,946.61,0.8,Credit Card,9,1,0.111,0.19,42,1,0
108123,866,Mobile Accessories,569.79,5.1,UPI,17,0,0.0,0.06,23,1,0
108124,1484,Footwear,2666.22,10.7,Netbanking,6,1,0.167,0.24,14,1,0
108125,1139,Furniture,7931.74,3.3,UPI,10,1,0.1,0.11,35,3,0
108126,1388,Footwear,2353.16,17.5,UPI,9,0,0.0,0.24,46,0,0
108127,1511,Apparel - Mens,2044.37,14.0,UPI,10,1,0.1,0.19,1,0,0
108128,837,Furniture,8536.57,0.8,UPI,10,1,0.1,0.11,29,1,0
108129,560,Furniture,8959.3,25.5,Credit Card,9,3,0.333,0.11,59,2,1
108130,854,Electronics,150.0,12.9,COD,7,1,0.143,0.09,3,0,0
108131,1201,Home & Kitchen,389.58,4.7,Credit Card,10,1,0.1,0.07,29,1,0
108132,642,Footwear,1462.87,9.5,COD,12,5,0.417,0.24,27,0,1
108133,350,Footwear,1249.5,8.4,UPI,11,7,0.636,0.24,14,2,1
108134,1927,Home & Kitchen,2629.54,2.1,Credit Card,11,0,0.0,0.07,22,3,0
108135,720,Furniture,8521.26,7.6,COD,12,1,0.083,0.11,86,3,0
108136,684,Apparel - Womens,2111.68,7.1,COD,12,0,0.0,0.28,5,0,0
108137,2034,Footwear,3232.92,30.7,Credit Card,16,0,0.0,0.24,40,2,0
108138,863,Beauty,229.03,13.1,UPI,12,5,0.417,0.05,6,3,0
108139,879,Electronics,7044.35,22.6,Debit Card,15,5,0.333,0.09,56,2,1
108140,78,Apparel - Mens,2399.26,11.7,COD,6,1,0.167,0.19,11,0,0
108141,1282,Beauty,1179.88,20.1,Debit Card,10,0,0.0,0.05,15,3,0
108142,1704,Mobile Accessories,598.96,15.9,Credit Card,8,3,0.375,0.06,5,1,0
108143,1440,Home & Kitchen,4978.77,6.3,Debit Card,10,1,0.1,0.07,30,1,0
108144,955,Home & Kitchen,3406.22,6.8,Debit Card,7,1,0.143,0.07,24,2,0
108145,1606,Home & Kitchen,1704.21,4.1,Debit Card,9,0,0.0,0.07,70,1,0
108146,1483,Apparel - Mens,1891.35,17.9,UPI,8,3,0.375,0.19,48,1,1
108147,143,Electronics,4515.22,7.4,COD,10,2,0.2,0.09,7,1,0
108148,1110,Apparel - Mens,1120.31,17.7,Netbanking,10,0,0.0,0.19,5,2,0
